name,iso,id,country,admin_level,category,range_type,range,population,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,population_share,population_interval,population_interval_share
Noakhali,,16705992B96773862439533,BGD,ADM2,education,DISTANCE,25000,3219594,1407010,89.29,44544,2.83,89.29,101873,2.83
Noakhali,,16705992B96773862439533,BGD,ADM2,education,DISTANCE,30000,3327143,1454029,92.27,47019,2.98,92.27,107549,2.98
Noakhali,,16705992B96773862439533,BGD,ADM2,education,DISTANCE,35000,3327584,1454222,92.28,193,0.01,92.28,441,0.01
Noakhali,,16705992B96773862439533,BGD,ADM2,education,DISTANCE,40000,3328403,1454579,92.31,357,0.02,92.31,819,0.02
Noakhali,,16705992B96773862439533,BGD,ADM2,education,DISTANCE,45000,3330651,1455562,92.37,983,0.06,92.37,2248,0.06
Noakhali,,16705992B96773862439533,BGD,ADM2,education,DISTANCE,50000,3377960,1476177,93.68,20615,1.31,93.68,47309,1.31
Kurigram,,16705992B97164497642406,BGD,ADM2,education,DISTANCE,5000,852738,307293,39.34,307293,39.34,39.34,852738,39.34
Kurigram,,16705992B97164497642406,BGD,ADM2,education,DISTANCE,10000,1380823,497603,63.71,190310,24.37,63.7,528085,24.36
Kurigram,,16705992B97164497642406,BGD,ADM2,education,DISTANCE,15000,1713106,617348,79.04,119745,15.33,79.03,332283,15.33
Kurigram,,16705992B97164497642406,BGD,ADM2,education,DISTANCE,20000,1773419,639081,81.82,21733,2.78,81.81,60313,2.78
Kurigram,,16705992B97164497642406,BGD,ADM2,education,DISTANCE,25000,1799533,648483,83.03,9402,1.2,83.02,26114,1.2
Kurigram,,16705992B97164497642406,BGD,ADM2,education,DISTANCE,30000,1816345,654541,83.8,6058,0.78,83.79,16812,0.78
Kurigram,,16705992B97164497642406,BGD,ADM2,education,DISTANCE,35000,1861116,670673,85.87,16132,2.07,85.86,44771,2.07
Kurigram,,16705992B97164497642406,BGD,ADM2,education,DISTANCE,40000,1880273,677576,86.75,6903,0.88,86.74,19157,0.88
Kurigram,,16705992B97164497642406,BGD,ADM2,education,DISTANCE,45000,1888176,680424,87.12,2848,0.36,87.11,7903,0.36
Kurigram,,16705992B97164497642406,BGD,ADM2,education,DISTANCE,50000,1968330,709306,90.81,28882,3.7,90.8,80154,3.7
Munshiganj,,16705992B99884694518333,BGD,ADM2,education,DISTANCE,5000,715589,256020,45.98,256020,45.98,45.98,715589,45.98
Munshiganj,,16705992B99884694518333,BGD,ADM2,education,DISTANCE,10000,1044219,373660,67.11,117640,21.13,67.09,328630,21.11
Munshiganj,,16705992B99884694518333,BGD,ADM2,education,DISTANCE,15000,1350915,483333,86.81,109673,19.7,86.8,306696,19.71
Munshiganj,,16705992B99884694518333,BGD,ADM2,education,DISTANCE,20000,1405280,502788,90.3,19455,3.49,90.29,54365,3.49
Munshiganj,,16705992B99884694518333,BGD,ADM2,education,DISTANCE,25000,1478883,528982,95.01,26194,4.7,95.02,73603,4.73
Munshiganj,,16705992B99884694518333,BGD,ADM2,education,DISTANCE,30000,1483653,530697,95.32,1715,0.31,95.33,4770,0.31
Munshiganj,,16705992B99884694518333,BGD,ADM2,education,DISTANCE,35000,1484222,530905,95.35,208,0.04,95.36,569,0.04
Munshiganj,,16705992B99884694518333,BGD,ADM2,education,DISTANCE,40000,1485411,531331,95.43,426,0.08,95.44,1189,0.08
Munshiganj,,16705992B99884694518333,BGD,ADM2,education,DISTANCE,45000,1485681,531428,95.45,97,0.02,95.46,270,0.02
Munshiganj,,16705992B99884694518333,BGD,ADM2,education,DISTANCE,50000,1485824,531479,95.46,51,0.01,95.47,143,0.01
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,education,DISTANCE,5000,4839866,1637786,24.01,1637786,24.01,23.81,4839866,23.81
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,education,DISTANCE,10000,7458190,2528371,37.07,890585,13.06,36.69,2618324,12.88
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,education,DISTANCE,15000,9597412,3247464,47.61,719093,10.54,47.21,2139222,10.52
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,education,DISTANCE,20000,12224315,4129507,60.54,882043,12.93,60.13,2626903,12.92
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,education,DISTANCE,25000,13928663,4695080,68.83,565573,8.29,68.51,1704348,8.38
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,education,DISTANCE,30000,15265119,5135670,75.29,440590,6.46,75.09,1336456,6.57
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,education,DISTANCE,35000,16091982,5410058,79.32,274388,4.02,79.15,826863,4.07
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,education,DISTANCE,40000,16683016,5597423,82.06,187365,2.75,82.06,591034,2.91
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,education,DISTANCE,45000,17685348,5934795,87.01,337372,4.95,86.99,1002332,4.93
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,education,DISTANCE,50000,17978514,6037493,88.51,102698,1.51,88.43,293166,1.44
Barisal,BD-A,32408957B31852228482374,BGD,ADM1,education,DISTANCE,5000,2628030,1005961,33.6,1005961,33.6,32.92,2628030,32.92
Barisal,BD-A,32408957B31852228482374,BGD,ADM1,education,DISTANCE,10000,3313469,1259778,42.08,253817,8.48,41.5,685439,8.59
Barisal,BD-A,32408957B31852228482374,BGD,ADM1,education,DISTANCE,15000,3915162,1478314,49.38,218536,7.3,49.04,601693,7.54
Barisal,BD-A,32408957B31852228482374,BGD,ADM1,education,DISTANCE,20000,4706859,1773930,59.25,295616,9.87,58.96,791697,9.92
Barisal,BD-A,32408957B31852228482374,BGD,ADM1,education,DISTANCE,25000,5316599,1998252,66.74,224322,7.49,66.59,609740,7.64
Barisal,BD-A,32408957B31852228482374,BGD,ADM1,education,DISTANCE,30000,5572532,2091041,69.84,92789,3.1,69.8,255933,3.21
Barisal,BD-A,32408957B31852228482374,BGD,ADM1,education,DISTANCE,35000,5780865,2165987,72.35,74946,2.5,72.41,208333,2.61
Barisal,BD-A,32408957B31852228482374,BGD,ADM1,education,DISTANCE,40000,5827633,2183001,72.92,17014,0.57,73.0,46768,0.59
Barisal,BD-A,32408957B31852228482374,BGD,ADM1,education,DISTANCE,45000,5889320,2205746,73.68,22745,0.76,73.77,61687,0.77
Barisal,BD-A,32408957B31852228482374,BGD,ADM1,education,DISTANCE,50000,5974285,2236865,74.71,31119,1.04,74.83,84965,1.06
Khulna,BD-D,32408957B3859287816056,BGD,ADM1,education,DISTANCE,5000,6338296,2078906,39.07,2078906,39.07,39.21,6338296,39.21
Khulna,BD-D,32408957B3859287816056,BGD,ADM1,education,DISTANCE,10000,9505017,3120645,58.65,1041739,19.58,58.8,3166721,19.59
Khulna,BD-D,32408957B3859287816056,BGD,ADM1,education,DISTANCE,15000,11922171,3916521,73.6,795876,14.96,73.75,2417154,14.95
Khulna,BD-D,32408957B3859287816056,BGD,ADM1,education,DISTANCE,20000,13277829,4363958,82.01,447437,8.41,82.14,1355658,8.39
Khulna,BD-D,32408957B3859287816056,BGD,ADM1,education,DISTANCE,25000,13872084,4560350,85.7,196392,3.69,85.82,594255,3.68
Khulna,BD-D,32408957B3859287816056,BGD,ADM1,education,DISTANCE,30000,14218761,4676218,87.88,115868,2.18,87.96,346677,2.14
Khulna,BD-D,32408957B3859287816056,BGD,ADM1,education,DISTANCE,35000,14662641,4825230,90.68,149012,2.8,90.71,443880,2.75
Khulna,BD-D,32408957B3859287816056,BGD,ADM1,education,DISTANCE,40000,14956819,4924206,92.54,98976,1.86,92.53,294178,1.82
Khulna,BD-D,32408957B3859287816056,BGD,ADM1,education,DISTANCE,45000,15319508,5043004,94.77,118798,2.23,94.77,362689,2.24
Khulna,BD-D,32408957B3859287816056,BGD,ADM1,education,DISTANCE,50000,15355692,5054799,95.0,11795,0.22,94.99,36184,0.22
Sylhet,BD-G,32408957B58397560032916,BGD,ADM1,education,DISTANCE,5000,4107561,1756706,35.21,1756706,35.21,35.07,4107561,35.07
Sylhet,BD-G,32408957B58397560032916,BGD,ADM1,education,DISTANCE,10000,6806227,2910669,58.34,1153963,23.13,58.12,2698666,23.04
Sylhet,BD-G,32408957B58397560032916,BGD,ADM1,education,DISTANCE,15000,8441898,3609275,72.34,698606,14.0,72.08,1635671,13.97
Sylhet,BD-G,32408957B58397560032916,BGD,ADM1,education,DISTANCE,20000,9416121,4023692,80.65,414417,8.31,80.4,974223,8.32
Sylhet,BD-G,32408957B58397560032916,BGD,ADM1,education,DISTANCE,25000,9834568,4202199,84.23,178507,3.58,83.97,418447,3.57
Sylhet,BD-G,32408957B58397560032916,BGD,ADM1,education,DISTANCE,30000,10401351,4439868,88.99,237669,4.76,88.81,566783,4.84
Sylhet,BD-G,32408957B58397560032916,BGD,ADM1,education,DISTANCE,35000,10830214,4620112,92.61,180244,3.61,92.48,428863,3.66
Sylhet,BD-G,32408957B58397560032916,BGD,ADM1,education,DISTANCE,40000,10894225,4647610,93.16,27498,0.55,93.02,64011,0.55
Sylhet,BD-G,32408957B58397560032916,BGD,ADM1,education,DISTANCE,45000,10989711,4687819,93.96,40209,0.81,93.84,95486,0.82
Sylhet,BD-G,32408957B58397560032916,BGD,ADM1,education,DISTANCE,50000,11073167,4722112,94.65,34293,0.69,94.55,83456,0.71
Rangpur,BD-F,32408957B77489436868882,BGD,ADM1,education,DISTANCE,5000,4545711,1619381,26.66,1619381,26.66,26.67,4545711,26.67
Rangpur,BD-F,32408957B77489436868882,BGD,ADM1,education,DISTANCE,10000,8540948,3045782,50.14,1426401,23.48,50.11,3995237,23.44
Rangpur,BD-F,32408957B77489436868882,BGD,ADM1,education,DISTANCE,15000,11779594,4193100,69.03,1147318,18.89,69.12,3238646,19.0
Rangpur,BD-F,32408957B77489436868882,BGD,ADM1,education,DISTANCE,20000,14008700,4988021,82.12,794921,13.09,82.2,2229106,13.08
Rangpur,BD-F,32408957B77489436868882,BGD,ADM1,education,DISTANCE,25000,15102605,5377843,88.53,389822,6.42,88.61,1093905,6.42
Rangpur,BD-F,32408957B77489436868882,BGD,ADM1,education,DISTANCE,30000,15620698,5563303,91.59,185460,3.05,91.65,518093,3.04
Rangpur,BD-F,32408957B77489436868882,BGD,ADM1,education,DISTANCE,35000,15895593,5659661,93.17,96358,1.59,93.27,274895,1.61
Rangpur,BD-F,32408957B77489436868882,BGD,ADM1,education,DISTANCE,40000,16048436,5715000,94.08,55339,0.91,94.16,152843,0.9
Rangpur,BD-F,32408957B77489436868882,BGD,ADM1,education,DISTANCE,45000,16106421,5735146,94.42,20146,0.33,94.5,57985,0.34
Rangpur,BD-F,32408957B77489436868882,BGD,ADM1,education,DISTANCE,50000,16174009,5759637,94.82,24491,0.4,94.9,67588,0.4
Dhaka,BD-C,32408957B77718829177955,BGD,ADM1,education,DISTANCE,5000,27588833,9201919,58.74,9201919,58.74,60.72,27588833,60.72
Dhaka,BD-C,32408957B77718829177955,BGD,ADM1,education,DISTANCE,10000,32953361,11097808,70.84,1895889,12.1,72.52,5364528,11.81
Dhaka,BD-C,32408957B77718829177955,BGD,ADM1,education,DISTANCE,15000,36446777,12362752,78.91,1264944,8.07,80.21,3493416,7.69
Dhaka,BD-C,32408957B77718829177955,BGD,ADM1,education,DISTANCE,20000,38917659,13246727,84.56,883975,5.64,85.65,2470882,5.44
Dhaka,BD-C,32408957B77718829177955,BGD,ADM1,education,DISTANCE,25000,40401603,13774182,87.92,527455,3.37,88.91,1483944,3.27
Dhaka,BD-C,32408957B77718829177955,BGD,ADM1,education,DISTANCE,30000,41260569,14093270,89.96,319088,2.04,90.8,858966,1.89
Dhaka,BD-C,32408957B77718829177955,BGD,ADM1,education,DISTANCE,35000,41447415,14163969,90.41,70699,0.45,91.22,186846,0.41
Dhaka,BD-C,32408957B77718829177955,BGD,ADM1,education,DISTANCE,40000,41827775,14302023,91.29,138054,0.88,92.05,380360,0.84
Dhaka,BD-C,32408957B77718829177955,BGD,ADM1,education,DISTANCE,45000,41938932,14344725,91.57,42702,0.27,92.3,111157,0.24
Dhaka,BD-C,32408957B77718829177955,BGD,ADM1,education,DISTANCE,50000,42172769,14431982,92.12,87257,0.56,92.81,233837,0.51
Mymensingh,BD-H,32408957B83626866084602,BGD,ADM1,education,DISTANCE,5000,3860631,1472784,32.79,1472784,32.79,33.0,3860631,33.0
Mymensingh,BD-H,32408957B83626866084602,BGD,ADM1,education,DISTANCE,10000,6349426,2432397,54.16,959613,21.37,54.28,2488795,21.28
Mymensingh,BD-H,32408957B83626866084602,BGD,ADM1,education,DISTANCE,15000,8332036,3198770,71.23,766373,17.06,71.23,1982610,16.95
Mymensingh,BD-H,32408957B83626866084602,BGD,ADM1,education,DISTANCE,20000,9831402,3776805,84.1,578035,12.87,84.05,1499366,12.82
Mymensingh,BD-H,32408957B83626866084602,BGD,ADM1,education,DISTANCE,25000,10606380,4074477,90.73,297672,6.63,90.67,774978,6.63
Mymensingh,BD-H,32408957B83626866084602,BGD,ADM1,education,DISTANCE,30000,11101999,4264317,94.95,189840,4.23,94.91,495619,4.24
Mymensingh,BD-H,32408957B83626866084602,BGD,ADM1,education,DISTANCE,35000,11251681,4322051,96.24,57734,1.29,96.19,149682,1.28
Mymensingh,BD-H,32408957B83626866084602,BGD,ADM1,education,DISTANCE,40000,11262986,4326486,96.34,4435,0.1,96.28,11305,0.1
Mymensingh,BD-H,32408957B83626866084602,BGD,ADM1,education,DISTANCE,45000,11276863,4331965,96.46,5479,0.12,96.4,13877,0.12
Mymensingh,BD-H,32408957B83626866084602,BGD,ADM1,education,DISTANCE,50000,11287571,4336116,96.55,4151,0.09,96.49,10708,0.09
Chittagong,BD-B,32408957B94023193097291,BGD,ADM1,education,DISTANCE,5000,12353161,5019981,39.9,5019981,39.9,40.41,12353161,40.41
Chittagong,BD-B,32408957B94023193097291,BGD,ADM1,education,DISTANCE,10000,17984938,7358277,58.49,2338296,18.59,58.84,5631777,18.42
Chittagong,BD-B,32408957B94023193097291,BGD,ADM1,education,DISTANCE,15000,22163389,9107567,72.39,1749290,13.9,72.51,4178451,13.67
Chittagong,BD-B,32408957B94023193097291,BGD,ADM1,education,DISTANCE,20000,24777849,10198270,81.06,1090703,8.67,81.06,2614460,8.55
Chittagong,BD-B,32408957B94023193097291,BGD,ADM1,education,DISTANCE,25000,25975355,10698703,85.04,500433,3.98,84.98,1197506,3.92
Chittagong,BD-B,32408957B94023193097291,BGD,ADM1,education,DISTANCE,30000,26652136,10982035,87.29,283332,2.25,87.19,676781,2.21
Chittagong,BD-B,32408957B94023193097291,BGD,ADM1,education,DISTANCE,35000,27088025,11164345,88.74,182310,1.45,88.62,435889,1.43
Chittagong,BD-B,32408957B94023193097291,BGD,ADM1,education,DISTANCE,40000,27392442,11287705,89.72,123360,0.98,89.61,304417,1.0
Chittagong,BD-B,32408957B94023193097291,BGD,ADM1,education,DISTANCE,45000,27771219,11449299,91.0,161594,1.28,90.85,378777,1.24
Chittagong,BD-B,32408957B94023193097291,BGD,ADM1,education,DISTANCE,50000,28184491,11623488,92.39,174189,1.38,92.21,413272,1.35
Bangledesh,BGD,71232402B16306086515200,BGD,ADM0,education,DISTANCE,5000,66262091,23793429,40.37,23793429,40.37,41.17,66262091,41.17
Bangledesh,BGD,71232402B16306086515200,BGD,ADM0,education,DISTANCE,10000,92911578,33753732,57.27,9960303,16.9,57.73,26649487,16.56
Bangledesh,BGD,71232402B16306086515200,BGD,ADM0,education,DISTANCE,15000,112598443,41113766,69.76,7360034,12.49,69.96,19686865,12.23
Bangledesh,BGD,71232402B16306086515200,BGD,ADM0,education,DISTANCE,20000,127160737,46500914,78.9,5387148,9.14,79.01,14562294,9.05
Bangledesh,BGD,71232402B16306086515200,BGD,ADM0,education,DISTANCE,25000,135037860,49381090,83.79,2880176,4.89,83.91,7877123,4.89
Bangledesh,BGD,71232402B16306086515200,BGD,ADM0,education,DISTANCE,30000,140093170,51245726,86.95,1864636,3.16,87.05,5055310,3.14
Bangledesh,BGD,71232402B16306086515200,BGD,ADM0,education,DISTANCE,35000,143048420,52331416,88.79,1085690,1.84,88.89,2955250,1.84
Bangledesh,BGD,71232402B16306086515200,BGD,ADM0,education,DISTANCE,40000,144893335,52983456,89.9,652040,1.11,90.03,1844915,1.15
Bangledesh,BGD,71232402B16306086515200,BGD,ADM0,education,DISTANCE,45000,146977326,53732504,91.17,749048,1.27,91.33,2083991,1.29
Bangledesh,BGD,71232402B16306086515200,BGD,ADM0,education,DISTANCE,50000,148200503,54202496,91.97,469992,0.8,92.09,1223177,0.76
